,Latitude,Longitude,Region,Type,Collection Date,d2H,d18O,D17O,d2H_Analytical_SD,d18O_Analytical_SD
Country Code,26.35,-108.7867819,North Mexico,Tap,1/1/01,-58.02999878,-7.861999989,,,
Country Code,26.35,-108.5367819,North Mexico,Tap,1/1/01,-58.57400131,-7.919000149,,,
Country Code,26.35,-108.2867819,North Mexico,Tap,1/1/01,-59.19200134,-7.984000206,,,
Country Code,26.35,-108.0367819,North Mexico,Tap,1/1/01,-59.84700012,-8.055000305,,,
Country Code,26.35,-107.7867819,North Mexico,Tap,1/1/01,-60.46500015,-8.126000404,,,
Country Code,26.35,-107.5367819,North Mexico,Tap,1/1/01,-61.0340004,-8.19299984,,,
Country Code,26.35,-107.2867819,North Mexico,Tap,1/1/01,-61.47100067,-8.236000061,,,
Country Code,26.35,-107.0367819,North Mexico,Tap,1/1/01,-61.5379982,-8.220999718,,,
Country Code,26.35,-106.7867819,North Mexico,Tap,1/1/01,-61.17900085,-8.133999825,,,
Country Code,26.35,-106.5367819,North Mexico,Tap,1/1/01,-60.55699921,-8.003000259,,,
Country Code,26.35,-106.2867819,North Mexico,Tap,1/1/01,-59.84799957,-7.859000206,,,
Country Code,26.35,-106.0367819,North Mexico,Tap,1/1/01,-59.18199921,-7.727000237,,,
Country Code,26.35,-105.7867819,North Mexico,Tap,1/1/01,-58.59199905,-7.612999916,,,
Country Code,26.35,-105.5367819,North Mexico,Tap,1/1/01,-57.75299835,-7.489999771,,,
Country Code,26.35,-105.2867819,North Mexico,Tap,1/1/01,-57.35499954,-7.419000149,,,
Country Code,26.35,-105.0367819,North Mexico,Tap,1/1/01,-57.02199936,-7.364999771,,,
Country Code,26.35,-104.7867819,North Mexico,Tap,1/1/01,-56.74000168,-7.326000214,,,
Country Code,26.35,-104.5367819,North Mexico,Tap,1/1/01,-56.52600098,-7.302999973,,,
Country Code,26.35,-104.2867819,North Mexico,Tap,1/1/01,-56.28499985,-7.281000137,,,
Country Code,26.35,-104.0367819,North Mexico,Tap,1/1/01,-56.01599884,-7.261000156,,,
Country Code,26.35,-103.7867819,North Mexico,Tap,1/1/01,-55.68299866,-7.239999771,,,
Country Code,26.35,-103.5367819,North Mexico,Tap,1/1/01,-54.86199951,-7.168000221,,,
Country Code,26.35,-103.2867819,North Mexico,Tap,1/1/01,-54.34899902,-7.146999836,,,
Country Code,26.35,-103.0367819,North Mexico,Tap,1/1/01,-53.6609993,-7.117000103,,,
Country Code,26.35,-102.7867819,North Mexico,Tap,1/1/01,-52.8370018,-7.079999924,,,
Country Code,26.35,-102.5367819,North Mexico,Tap,1/1/01,-52.29399872,-7.116000175,,,
Country Code,26.35,-102.2867819,North Mexico,Tap,1/1/01,-51.27199936,-7.063000202,,,
Country Code,26.35,-102.0367819,North Mexico,Tap,1/1/01,-50.33000183,-7.008999825,,,
Country Code,26.35,-101.7867819,North Mexico,Tap,1/1/01,-49.49100113,-6.964000225,,,
Country Code,26.35,-101.5367819,North Mexico,Tap,1/1/01,-48.82300186,-6.93200016,,,
Country Code,26.35,-101.2867819,North Mexico,Tap,1/1/01,-48.37599945,-6.919000149,,,
Country Code,26.35,-101.0367819,North Mexico,Tap,1/1/01,-48.1590004,-6.928999901,,,
Country Code,26.35,-100.7867819,North Mexico,Tap,1/1/01,-48.14099884,-6.959000111,,,
Country Code,26.35,-100.5367819,North Mexico,Tap,1/1/01,-48.26200104,-7.007999897,,,
Country Code,26.35,-100.2867819,North Mexico,Tap,1/1/01,-48.45800018,-7.070000172,,,
Country Code,26.35,-100.0367819,North Mexico,Tap,1/1/01,-48.68799973,-7.140999794,,,
Country Code,26.35,-99.7867819,North Mexico,Tap,1/1/01,-48.95299911,-7.227000237,,,
Country Code,26.35,-99.5367819,North Mexico,Tap,1/1/01,-49.27899933,-7.334000111,,,
Country Code,26.35,-99.2867819,North Mexico,Tap,1/1/01,-49.69100189,-7.47300005,,,
Country Code,26.35,-99.0367819,North Mexico,Tap,1/1/01,-49.9679985,-7.649000168,,,
Country Code,26.35,-98.7867819,North Mexico,Tap,1/1/01,-49.29000092,-7.517000198,,,
Country Code,26.1,-112.2867819,North Mexico,Tap,1/1/01,-54.26800156,-7.528999805,,,
Country Code,26.1,-112.0367819,North Mexico,Tap,1/1/01,-54.3409996,-7.534999847,,,
Country Code,26.1,-111.7867819,North Mexico,Tap,1/1/01,-54.50799942,-7.551000118,,,
Country Code,26.1,-111.5367819,North Mexico,Tap,1/1/01,-54.68899918,-7.570000172,,,
Country Code,26.1,-109.2867819,North Mexico,Tap,1/1/01,-58.24700165,-7.913000107,,,
Country Code,26.1,-109.0367819,North Mexico,Tap,1/1/01,-58.66500092,-7.945000172,,,
Country Code,26.1,-108.7867819,North Mexico,Tap,1/1/01,-59.07899857,-7.975999832,,,
Country Code,26.1,-108.5367819,North Mexico,Tap,1/1/01,-59.49700165,-8.010000229,,,
Country Code,26.1,-108.2867819,North Mexico,Tap,1/1/01,-59.92200089,-8.045000076,,,
Country Code,26.1,-108.0367819,North Mexico,Tap,1/1/01,-60.35599899,-8.083999634,,,
Country Code,26.1,-107.7867819,North Mexico,Tap,1/1/01,-60.7519989,-8.119000435,,,
Country Code,26.1,-107.5367819,North Mexico,Tap,1/1/01,-61.11800003,-8.147000313,,,
Country Code,26.1,-107.2867819,North Mexico,Tap,1/1/01,-61.32300186,-8.152999878,,,
Country Code,26.1,-107.0367819,North Mexico,Tap,1/1/01,-61.31299973,-8.123999596,,,
Country Code,26.1,-106.7867819,North Mexico,Tap,1/1/01,-61.06600189,-8.055999756,,,
Country Code,26.1,-106.5367819,North Mexico,Tap,1/1/01,-60.64599991,-7.959000111,,,
Country Code,26.1,-106.2867819,North Mexico,Tap,1/1/01,-60.18799973,-7.859000206,,,
Country Code,26.1,-106.0367819,North Mexico,Tap,1/1/01,-59.62200165,-7.745999813,,,
Country Code,26.1,-105.7867819,North Mexico,Tap,1/1/01,-59.12400055,-7.647999763,,,
Country Code,26.1,-105.5367819,North Mexico,Tap,1/1/01,-58.70999908,-7.565999985,,,
Country Code,26.1,-105.2867819,North Mexico,Tap,1/1/01,-58.20700073,-7.487999916,,,
Country Code,26.1,-105.0367819,North Mexico,Tap,1/1/01,-58,-7.448999882,,,
Country Code,26.1,-104.7867819,North Mexico,Tap,1/1/01,-57.83000183,-7.421999931,,,
Country Code,26.1,-104.5367819,North Mexico,Tap,1/1/01,-57.68000031,-7.40199995,,,
Country Code,26.1,-104.2867819,North Mexico,Tap,1/1/01,-57.52899933,-7.385000229,,,
Country Code,26.1,-104.0367819,North Mexico,Tap,1/1/01,-57.35100174,-7.366000175,,,
Country Code,26.1,-103.7867819,North Mexico,Tap,1/1/01,-57.10599899,-7.346000195,,,
Country Code,26.1,-103.5367819,North Mexico,Tap,1/1/01,-56.65800095,-7.309000015,,,
Country Code,26.1,-103.2867819,North Mexico,Tap,1/1/01,-55.90599823,-7.258999825,,,
Country Code,26.1,-103.0367819,North Mexico,Tap,1/1/01,-55.11299896,-7.218999863,,,
Country Code,26.1,-102.7867819,North Mexico,Tap,1/1/01,-54.5379982,-7.239999771,,,
Country Code,26.1,-102.5367819,North Mexico,Tap,1/1/01,-53.4640007,-7.18200016,,,
Country Code,26.1,-102.2867819,North Mexico,Tap,1/1/01,-52.21500015,-7.118000031,,,
Country Code,26.1,-102.0367819,North Mexico,Tap,1/1/01,-51.13700104,-7.059000015,,,
Country Code,26.1,-101.7867819,North Mexico,Tap,1/1/01,-50.17900085,-7.008999825,,,
Country Code,26.1,-101.5367819,North Mexico,Tap,1/1/01,-49.44400024,-6.974999905,,,
Country Code,26.1,-101.2867819,North Mexico,Tap,1/1/01,-49.01200104,-6.96600008,,,
Country Code,26.1,-101.0367819,North Mexico,Tap,1/1/01,-48.88399887,-6.984000206,,,
Country Code,26.1,-100.7867819,North Mexico,Tap,1/1/01,-48.99200058,-7.027999878,,,
Country Code,26.1,-100.5367819,North Mexico,Tap,1/1/01,-49.23600006,-7.090000153,,,
Country Code,26.1,-100.2867819,North Mexico,Tap,1/1/01,-49.48799896,-7.157000065,,,
Country Code,26.1,-100.0367819,North Mexico,Tap,1/1/01,-49.67100143,-7.21999979,,,
Country Code,26.1,-99.7867819,North Mexico,Tap,1/1/01,-49.83499908,-7.289000034,,,
Country Code,26.1,-99.5367819,North Mexico,Tap,1/1/01,-50.04299927,-7.375,,,
Country Code,26.1,-99.2867819,North Mexico,Tap,1/1/01,-49.63299942,-7.427999973,,,
Country Code,26.1,-99.0367819,North Mexico,Tap,1/1/01,-49.54600143,-7.488999844,,,
Country Code,26.1,-98.7867819,North Mexico,Tap,1/1/01,-49.1230011,-7.462999821,,,
Country Code,26.1,-98.5367819,North Mexico,Tap,1/1/01,-48.57300186,-7.402999878,,,
Country Code,25.85,-112.0367819,North Mexico,Tap,1/1/01,-55.72200012,-7.705999851,,,
Country Code,25.85,-111.7867819,North Mexico,Tap,1/1/01,-56.0719986,-7.745999813,,,
Country Code,25.85,-111.5367819,North Mexico,Tap,1/1/01,-56.43299866,-7.789999962,,,
Country Code,25.85,-109.2867819,North Mexico,Tap,1/1/01,-59.75099945,-8.090999603,,,
Country Code,25.85,-109.0367819,North Mexico,Tap,1/1/01,-59.97200012,-8.093999863,,,
Country Code,25.85,-108.7867819,North Mexico,Tap,1/1/01,-60.18700027,-8.097000122,,,
Country Code,25.85,-108.5367819,North Mexico,Tap,1/1/01,-60.40499878,-8.100999832,,,
Country Code,25.85,-108.2867819,North Mexico,Tap,1/1/01,-60.63100052,-8.107000351,,,
Country Code,25.85,-108.0367819,North Mexico,Tap,1/1/01,-60.88800049,-8.116000175,,,
Country Code,25.85,-107.7867819,North Mexico,Tap,1/1/01,-61.09500122,-8.12100029,,,
Country Code,25.85,-107.5367819,North Mexico,Tap,1/1/01,-61.25500107,-8.119000435,,,
Country Code,25.85,-107.2867819,North Mexico,Tap,1/1/01,-61.3219986,-8.102000237,,,
Country Code,25.85,-107.0367819,North Mexico,Tap,1/1/01,-61.26100159,-8.06499958,,,
Country Code,25.85,-106.7867819,North Mexico,Tap,1/1/01,-61.06700134,-8.005000114,,,
Country Code,25.85,-106.5367819,North Mexico,Tap,1/1/01,-60.76900101,-7.927000046,,,
Country Code,25.85,-106.2867819,North Mexico,Tap,1/1/01,-60.50099945,-7.850999832,,,
Country Code,25.85,-106.0367819,North Mexico,Tap,1/1/01,-60.0719986,-7.757999897,,,
Country Code,25.85,-105.7867819,North Mexico,Tap,1/1/01,-59.67399979,-7.672999859,,,
Country Code,25.85,-105.5367819,North Mexico,Tap,1/1/01,-59.18999863,-7.590000153,,,
Country Code,25.85,-105.2867819,North Mexico,Tap,1/1/01,-59.10100174,-7.55700016,,,
Country Code,25.85,-105.0367819,North Mexico,Tap,1/1/01,-59.04999924,-7.539000034,,,
Country Code,25.85,-104.7867819,North Mexico,Tap,1/1/01,-59.02299881,-7.531000137,,,
Country Code,25.85,-104.5367819,North Mexico,Tap,1/1/01,-58.86199951,-7.513000011,,,
Country Code,25.85,-104.2867819,North Mexico,Tap,1/1/01,-58.81600189,-7.504000187,,,
Country Code,25.85,-104.0367819,North Mexico,Tap,1/1/01,-58.75,-7.489999771,,,
Country Code,25.85,-103.7867819,North Mexico,Tap,1/1/01,-58.98500061,-7.5,,,
Country Code,25.85,-103.5367819,North Mexico,Tap,1/1/01,-58.70000076,-7.474999905,,,
Country Code,25.85,-103.2867819,North Mexico,Tap,1/1/01,-57.70999908,-7.40500021,,,
Country Code,25.85,-103.0367819,North Mexico,Tap,1/1/01,-56.9070015,-7.389999866,,,
Country Code,25.85,-102.7867819,North Mexico,Tap,1/1/01,-55.72800064,-7.324999809,,,
Country Code,25.85,-102.5367819,North Mexico,Tap,1/1/01,-54.48199844,-7.258999825,,,
Country Code,25.85,-102.2867819,North Mexico,Tap,1/1/01,-53.16899872,-7.184000015,,,
Country Code,25.85,-102.0367819,North Mexico,Tap,1/1/01,-51.9679985,-7.122000217,,,
Country Code,25.85,-101.7867819,North Mexico,Tap,1/1/01,-50.81999969,-7.063000202,,,
Country Code,25.85,-101.5367819,North Mexico,Tap,1/1/01,-49.9469986,-7.024000168,,,
Country Code,25.85,-101.2867819,North Mexico,Tap,1/1/01,-49.52700043,-7.015999794,,,
Country Code,25.85,-101.0367819,North Mexico,Tap,1/1/01,-49.5340004,-7.041999817,,,
Country Code,25.85,-100.7867819,North Mexico,Tap,1/1/01,-49.81800079,-7.100999832,,,
Country Code,25.85,-100.5367819,North Mexico,Tap,1/1/01,-50.26200104,-7.18900013,,,
Country Code,25.85,-100.2867819,North Mexico,Tap,1/1/01,-50.64099884,-7.275000095,,,
Country Code,25.85,-100.0367819,North Mexico,Tap,1/1/01,-50.68099976,-7.30700016,,,
Country Code,25.85,-99.7867819,North Mexico,Tap,1/1/01,-50.68099976,-7.34499979,,,
Country Code,25.85,-99.5367819,North Mexico,Tap,1/1/01,-50.74300003,-7.401000023,,,
Country Code,25.85,-99.2867819,North Mexico,Tap,1/1/01,-49.51699829,-7.368000031,,,
Country Code,25.85,-99.0367819,North Mexico,Tap,1/1/01,-49.17599869,-7.388999939,,,
Country Code,25.85,-98.7867819,North Mexico,Tap,1/1/01,-48.7159996,-7.376999855,,,
Country Code,25.85,-98.5367819,North Mexico,Tap,1/1/01,-48.27500153,-7.34100008,,,
Country Code,25.85,-98.2867819,North Mexico,Tap,1/1/01,-47.75600052,-7.301000118,,,
Country Code,25.85,-98.0367819,North Mexico,Tap,1/1/01,-47.29199982,-7.265999794,,,
Country Code,25.85,-97.7867819,North Mexico,Tap,1/1/01,-46.90200043,-7.237999916,,,
Country Code,25.85,-97.5367819,North Mexico,Tap,1/1/01,-46.59199905,-7.217999935,,,
Country Code,25.85,-97.2867819,North Mexico,Tap,1/1/01,-46.36299896,-7.204999924,,,
Country Code,25.6,-112.0367819,North Mexico,Tap,1/1/01,-57.10400009,-7.872000217,,,
Country Code,25.6,-111.7867819,North Mexico,Tap,1/1/01,-57.5909996,-7.934000015,,,
Country Code,25.6,-111.5367819,North Mexico,Tap,1/1/01,-58.13100052,-8.001999855,,,
Country Code,25.6,-111.2867819,North Mexico,Tap,1/1/01,-58.65599823,-8.072999954,,,
Country Code,25.6,-108.7867819,North Mexico,Tap,1/1/01,-61.28499985,-8.220000267,,,
Country Code,25.6,-108.5367819,North Mexico,Tap,1/1/01,-61.30099869,-8.194999695,,,
Country Code,25.6,-108.2867819,North Mexico,Tap,1/1/01,-61.37599945,-8.173999786,,,
Country Code,25.6,-108.0367819,North Mexico,Tap,1/1/01,-61.42200089,-8.154999733,,,
Country Code,25.6,-107.7867819,North Mexico,Tap,1/1/01,-61.46300125,-8.13599968,,,
Country Code,25.6,-107.5367819,North Mexico,Tap,1/1/01,-61.47900009,-8.112000465,,,
Country Code,25.6,-107.2867819,North Mexico,Tap,1/1/01,-61.43700027,-8.079999924,,,
Country Code,25.6,-107.0367819,North Mexico,Tap,1/1/01,-61.3390007,-8.036000252,,,
Country Code,25.6,-106.7867819,North Mexico,Tap,1/1/01,-61.17399979,-7.980000019,,,
Country Code,25.6,-106.5367819,North Mexico,Tap,1/1/01,-60.95600128,-7.913000107,,,
Country Code,25.6,-106.2867819,North Mexico,Tap,1/1/01,-60.83100128,-7.854000092,,,
Country Code,25.6,-106.0367819,North Mexico,Tap,1/1/01,-60.52399826,-7.776000023,,,
Country Code,25.6,-105.7867819,North Mexico,Tap,1/1/01,-60.2519989,-7.704999924,,,
Country Code,25.6,-105.5367819,North Mexico,Tap,1/1/01,-59.84999847,-7.635000229,,,
Country Code,25.6,-105.2867819,North Mexico,Tap,1/1/01,-59.90499878,-7.624000072,,,
Country Code,25.6,-105.0367819,North Mexico,Tap,1/1/01,-59.97299957,-7.629000187,,,
Country Code,25.6,-104.7867819,North Mexico,Tap,1/1/01,-60.05500031,-7.642000198,,,
Country Code,25.6,-104.5367819,North Mexico,Tap,1/1/01,-60.12900162,-7.651000023,,,
Country Code,25.6,-104.2867819,North Mexico,Tap,1/1/01,-60.29499817,-7.65899992,,,
Country Code,25.6,-104.0367819,North Mexico,Tap,1/1/01,-60.3219986,-7.651000023,,,
Country Code,25.6,-103.7867819,North Mexico,Tap,1/1/01,-60.25799942,-7.631999969,,,
Country Code,25.6,-103.5367819,North Mexico,Tap,1/1/01,-60.27999878,-7.630000114,,,
Country Code,25.6,-103.2867819,North Mexico,Tap,1/1/01,-59.71300125,-7.593999863,,,
Country Code,25.6,-103.0367819,North Mexico,Tap,1/1/01,-58.43099976,-7.517000198,,,
Country Code,25.6,-102.7867819,North Mexico,Tap,1/1/01,-57.10100174,-7.44299984,,,
Country Code,25.6,-102.5367819,North Mexico,Tap,1/1/01,-55.73899841,-7.368999958,,,
Country Code,25.6,-102.2867819,North Mexico,Tap,1/1/01,-54.33499908,-7.293000221,,,
Country Code,25.6,-102.0367819,North Mexico,Tap,1/1/01,-52.90100098,-7.214000225,,,
Country Code,25.6,-101.7867819,North Mexico,Tap,1/1/01,-51.50699997,-7.143000126,,,
Country Code,25.6,-101.5367819,North Mexico,Tap,1/1/01,-50.3409996,-7.09499979,,,
Country Code,25.6,-101.2867819,North Mexico,Tap,1/1/01,-49.97399902,-7.084000111,,,
Country Code,25.6,-101.0367819,North Mexico,Tap,1/1/01,-50.1969986,-7.113999844,,,
Country Code,25.6,-100.7867819,North Mexico,Tap,1/1/01,-50.62799835,-7.179999828,,,
Country Code,25.6,-100.5367819,North Mexico,Tap,1/1/01,-51.18899918,-7.28000021,,,
Country Code,25.6,-100.2867819,North Mexico,Tap,1/1/01,-51.70700073,-7.389999866,,,
Country Code,25.6,-100.0367819,North Mexico,Tap,1/1/01,-51.55400085,-7.381999969,,,
Country Code,25.6,-99.7867819,North Mexico,Tap,1/1/01,-51.43999863,-7.399000168,,,
Country Code,25.6,-99.5367819,North Mexico,Tap,1/1/01,-51.39899826,-7.43200016,,,
Country Code,25.6,-99.2867819,North Mexico,Tap,1/1/01,-49.33000183,-7.322000027,,,
Country Code,25.6,-99.0367819,North Mexico,Tap,1/1/01,-48.8030014,-7.318999767,,,
Country Code,25.6,-98.7867819,North Mexico,Tap,1/1/01,-48.34899902,-7.301000118,,,
Country Code,25.6,-98.5367819,North Mexico,Tap,1/1/01,-47.76800156,-7.271999836,,,
Country Code,25.6,-98.2867819,North Mexico,Tap,1/1/01,-47.20999908,-7.237999916,,,
Country Code,25.6,-98.0367819,North Mexico,Tap,1/1/01,-46.70899963,-7.205999851,,,
Country Code,25.6,-97.7867819,North Mexico,Tap,1/1/01,-46.2859993,-7.179999828,,,
Country Code,25.6,-97.5367819,North Mexico,Tap,1/1/01,-45.95100021,-7.160999775,,,
Country Code,25.6,-97.2867819,North Mexico,Tap,1/1/01,-45.70500183,-7.149000168,,,
Country Code,25.35,-112.0367819,North Mexico,Tap,1/1/01,-58.375,-8.027000427,,,
Country Code,25.35,-111.7867819,North Mexico,Tap,1/1/01,-59.04499817,-8.112999916,,,
Country Code,25.35,-111.5367819,North Mexico,Tap,1/1/01,-59.7179985,-8.206000328,,,
Country Code,25.35,-111.2867819,North Mexico,Tap,1/1/01,-60.1609993,-8.295000076,,,
Country Code,25.35,-111.0367819,North Mexico,Tap,1/1/01,-61.02199936,-8.395000458,,,
Country Code,25.35,-108.5367819,North Mexico,Tap,1/1/01,-62.22900009,-8.293000221,,,
Country Code,25.35,-108.2867819,North Mexico,Tap,1/1/01,-62.08100128,-8.244999886,,,
Country Code,25.35,-108.0367819,North Mexico,Tap,1/1/01,-61.96099854,-8.201999664,,,
Country Code,25.35,-107.7867819,North Mexico,Tap,1/1/01,-61.86000061,-8.161999702,,,
Country Code,25.35,-107.5367819,North Mexico,Tap,1/1/01,-61.76300049,-8.121999741,,,
Country Code,25.35,-107.2867819,North Mexico,Tap,1/1/01,-61.65599823,-8.079999924,,,
Country Code,25.35,-107.0367819,North Mexico,Tap,1/1/01,-61.52799988,-8.031999588,,,
Country Code,25.35,-106.7867819,North Mexico,Tap,1/1/01,-61.3769989,-7.979000092,,,
Country Code,25.35,-106.5367819,North Mexico,Tap,1/1/01,-61.43700027,-7.94299984,,,
Country Code,25.35,-106.2867819,North Mexico,Tap,1/1/01,-61.19300079,-7.875,,,
Country Code,25.35,-106.0367819,North Mexico,Tap,1/1/01,-60.9980011,-7.809999943,,,
Country Code,25.35,-105.7867819,North Mexico,Tap,1/1/01,-60.34899902,-7.705999851,,,
Country Code,25.35,-105.5367819,North Mexico,Tap,1/1/01,-60.56700134,-7.695000172,,,
Country Code,25.35,-105.2867819,North Mexico,Tap,1/1/01,-60.77199936,-7.709000111,,,
Country Code,25.35,-105.0367819,North Mexico,Tap,1/1/01,-60.95999908,-7.743999958,,,
Country Code,25.35,-104.7867819,North Mexico,Tap,1/1/01,-61.14400101,-7.782999992,,,
Country Code,25.35,-104.5367819,North Mexico,Tap,1/1/01,-61.30599976,-7.81099987,,,
Country Code,25.35,-104.2867819,North Mexico,Tap,1/1/01,-61.42399979,-7.821000099,,,
Country Code,25.35,-104.0367819,North Mexico,Tap,1/1/01,-61.52000046,-7.815000057,,,
Country Code,25.35,-103.7867819,North Mexico,Tap,1/1/01,-61.51599884,-7.797999859,,,
Country Code,25.35,-103.5367819,North Mexico,Tap,1/1/01,-61.39899826,-7.777999878,,,
Country Code,25.35,-103.2867819,North Mexico,Tap,1/1/01,-60.85900116,-7.737999916,,,
Country Code,25.35,-103.0367819,North Mexico,Tap,1/1/01,-59.78699875,-7.669000149,,,
Country Code,25.35,-102.7867819,North Mexico,Tap,1/1/01,-58.50600052,-7.59499979,,,
Country Code,25.35,-102.5367819,North Mexico,Tap,1/1/01,-57.1269989,-7.515999794,,,
Country Code,25.35,-102.2867819,North Mexico,Tap,1/1/01,-55.67599869,-7.43200016,,,
Country Code,25.35,-102.0367819,North Mexico,Tap,1/1/01,-54.15100098,-7.346000195,,,
Country Code,25.35,-101.7867819,North Mexico,Tap,1/1/01,-52.56600189,-7.264999866,,,
Country Code,25.35,-101.5367819,North Mexico,Tap,1/1/01,-50.98600006,-7.218999863,,,
Country Code,25.35,-101.2867819,North Mexico,Tap,1/1/01,-50.79499817,-7.196000099,,,
Country Code,25.35,-101.0367819,North Mexico,Tap,1/1/01,-51.13499832,-7.21999979,,,
Country Code,25.35,-100.7867819,North Mexico,Tap,1/1/01,-51.52000046,-7.275000095,,,
Country Code,25.35,-100.5367819,North Mexico,Tap,1/1/01,-51.9070015,-7.342999935,,,
Country Code,25.35,-100.2867819,North Mexico,Tap,1/1/01,-52.16600037,-7.40199995,,,
Country Code,25.35,-100.0367819,North Mexico,Tap,1/1/01,-52.18600082,-7.43200016,,,
Country Code,25.35,-99.7867819,North Mexico,Tap,1/1/01,-52.10300064,-7.453000069,,,
Country Code,25.35,-99.5367819,North Mexico,Tap,1/1/01,-49.76200104,-7.308000088,,,
Country Code,25.35,-99.2867819,North Mexico,Tap,1/1/01,-49.07899857,-7.289000034,,,
Country Code,25.35,-99.0367819,North Mexico,Tap,1/1/01,-48.51699829,-7.264999866,,,
Country Code,25.35,-98.7867819,North Mexico,Tap,1/1/01,-47.82300186,-7.235000134,,,
Country Code,25.35,-98.5367819,North Mexico,Tap,1/1/01,-47.14899826,-7.201000214,,,
Country Code,25.35,-98.2867819,North Mexico,Tap,1/1/01,-46.52299881,-7.165999889,,,
Country Code,25.35,-98.0367819,North Mexico,Tap,1/1/01,-45.97100067,-7.133999825,,,
Country Code,25.35,-97.7867819,North Mexico,Tap,1/1/01,-45.51100159,-7.107999802,,,
Country Code,25.35,-97.5367819,North Mexico,Tap,1/1/01,-45.15299988,-7.089000225,,,
Country Code,25.1,-112.0367819,North Mexico,Tap,1/1/01,-59.55400085,-8.170000076,,,
Country Code,25.1,-111.7867819,North Mexico,Tap,1/1/01,-60.37900162,-8.281000137,,,
Country Code,25.1,-111.5367819,North Mexico,Tap,1/1/01,-60.93899918,-8.392999649,,,
Country Code,25.1,-111.2867819,North Mexico,Tap,1/1/01,-61.99200058,-8.526000023,,,
Country Code,25.1,-111.0367819,North Mexico,Tap,1/1/01,-63.02799988,-8.656999588,,,
Country Code,25.1,-108.0367819,North Mexico,Tap,1/1/01,-62.48799896,-8.25399971,,,
Country Code,25.1,-107.7867819,North Mexico,Tap,1/1/01,-62.26699829,-8.19699955,,,
Country Code,25.1,-107.5367819,North Mexico,Tap,1/1/01,-62.08000183,-8.145000458,,,
Country Code,25.1,-107.2867819,North Mexico,Tap,1/1/01,-61.91799927,-8.095999718,,,
Country Code,25.1,-107.0367819,North Mexico,Tap,1/1/01,-61.77199936,-8.046999931,,,
Country Code,25.1,-106.7867819,North Mexico,Tap,1/1/01,-61.97399902,-8.029000282,,,
Country Code,25.1,-106.5367819,North Mexico,Tap,1/1/01,-61.76200104,-7.971000195,,,
Country Code,25.1,-106.2867819,North Mexico,Tap,1/1/01,-61.60400009,-7.916999817,,,
Country Code,25.1,-106.0367819,North Mexico,Tap,1/1/01,-61.50699997,-7.861000061,,,
Country Code,25.1,-105.7867819,North Mexico,Tap,1/1/01,-60.91600037,-7.776000023,,,
Country Code,25.1,-105.5367819,North Mexico,Tap,1/1/01,-61.36600113,-7.787000179,,,
Country Code,25.1,-105.2867819,North Mexico,Tap,1/1/01,-61.72800064,-7.828999996,,,
Country Code,25.1,-105.0367819,North Mexico,Tap,1/1/01,-62.01699829,-7.901000023,,,
Country Code,25.1,-104.7867819,North Mexico,Tap,1/1/01,-62.32099915,-7.968999863,,,
Country Code,25.1,-104.5367819,North Mexico,Tap,1/1/01,-62.56900024,-8.013999939,,,
Country Code,25.1,-104.2867819,North Mexico,Tap,1/1/01,-62.72800064,-8.031000137,,,
Country Code,25.1,-104.0367819,North Mexico,Tap,1/1/01,-62.78499985,-8.022999763,,,
Country Code,25.1,-103.7867819,North Mexico,Tap,1/1/01,-62.73799896,-8.005000114,,,
Country Code,25.1,-103.5367819,North Mexico,Tap,1/1/01,-62.48500061,-7.96600008,,,
Country Code,25.1,-103.2867819,North Mexico,Tap,1/1/01,-61.94900131,-7.916999817,,,
Country Code,25.1,-103.0367819,North Mexico,Tap,1/1/01,-61.09400177,-7.856999874,,,
Country Code,25.1,-102.7867819,North Mexico,Tap,1/1/01,-59.98500061,-7.787000179,,,
Country Code,25.1,-102.5367819,North Mexico,Tap,1/1/01,-58.69200134,-7.705999851,,,
Country Code,25.1,-102.2867819,North Mexico,Tap,1/1/01,-57.23500061,-7.610000134,,,
Country Code,25.1,-102.0367819,North Mexico,Tap,1/1/01,-55.74700165,-7.519000053,,,
Country Code,25.1,-101.7867819,North Mexico,Tap,1/1/01,-54.29100037,-7.43599987,,,
Country Code,25.1,-101.5367819,North Mexico,Tap,1/1/01,-53.10400009,-7.379000187,,,
Country Code,25.1,-101.2867819,North Mexico,Tap,1/1/01,-52.58499908,-7.360000134,,,
Country Code,25.1,-101.0367819,North Mexico,Tap,1/1/01,-52.52999878,-7.372000217,,,
Country Code,25.1,-100.7867819,North Mexico,Tap,1/1/01,-52.64899826,-7.40500021,,,
Country Code,25.1,-100.5367819,North Mexico,Tap,1/1/01,-52.79399872,-7.445000172,,,
Country Code,25.1,-100.2867819,North Mexico,Tap,1/1/01,-52.8769989,-7.480999947,,,
Country Code,25.1,-100.0367819,North Mexico,Tap,1/1/01,-52.85599899,-7.505000114,,,
Country Code,25.1,-99.7867819,North Mexico,Tap,1/1/01,-52.75899887,-7.519999981,,,
Country Code,25.1,-99.5367819,North Mexico,Tap,1/1/01,-49.54999924,-7.298999786,,,
Country Code,25.1,-99.2867819,North Mexico,Tap,1/1/01,-48.66400146,-7.255000114,,,
Country Code,25.1,-99.0367819,North Mexico,Tap,1/1/01,-48.04299927,-7.217999935,,,
